,word1,word2,human,gpt_left,gpt_right,gpt2,gpt4,wup_common,wup_average,lin_common,lin_average
417,placement,classification,4.76,0.764714383,0.764862388,0.764788385,5.9,0.3076923076923077,0.4458953993203219,0.08413564031148527,0.16705010047626467
418,voyage,cruise,4.76,0.805198789,0.804033324,0.804616056,6.6,0.9565217391304348,0.8695652173913044,0.9619480751675897,0.7823189988156217
419,statement,testimony,4.75,0.777943335,0.79234343,0.785143383,6.5,0.6666666666666666,0.47633755133755135,0.5571019332867811,0.3311444953122271
420,doctrine,belief,4.75,0.802384093,0.799949065,0.801166579,6.7,0.9230769230769231,0.8186813186813187,0.8223239133423996,0.6412025187272888
421,static,interference,4.74,0.658615388,0.658711016,0.658663202,5.7,0.3,0.3477554463080778,0.16459841594343277,0.1790812322943794
422,model,standard,4.73,0.68521259,0.683247134,0.684229862,6.1,0.2857142857142857,0.26240154006321875,0.08963286325265073,0.09057441203514391
423,pension,annuity,4.72,0.778083958,0.778048106,0.778066032,6.9,0.9,0.9,0.6201490765593795,0.6201490765593795
424,harvest,crop,4.72,0.81824632,0.802041836,0.810144078,7.0,1.0,0.21922860717028844,1.0,0.07144070248415546
425,hunger,appetite,4.71,0.841189474,0.847242877,0.844216175,6.5,0.5,0.4375,0.32449889628478756,0.2801194434443842
426,object,article,4.71,0.748152494,0.738705419,0.743428957,6.4,0.5454545454545454,0.2753974413958934,0.2746943988838066,0.09905497812939112
427,rhythm,cadence,4.71,0.769050397,0.766720869,0.767885633,6.8,0.26666666666666666,0.3136240173082278,0.07417005816462696,0.1309207185065337
428,warrant,writ,4.71,0.671538435,0.678071745,0.67480509,6.2,0.9411764705882353,0.5091036414565826,0.902600312544982,0.40305339430977216
429,prospect,likelihood,5.05,0.793909706,0.800834365,0.797372036,6.3,0.42857142857142855,0.2840085404791287,0.24118231589499142,0.09148896936631554
430,province,territory,5.05,0.802864373,0.79312294,0.797993656,6.9,0.8571428571428571,0.3625,0.9361445233331825,0.2419731096997744
431,passage,corridor,5.03,0.761481822,0.784396693,0.772939257,6.7,0.1111111111111111,0.21722222222222226,-0.0,0.09862664731175286
432,patent,copyright,5.03,0.807796158,0.799146958,0.803471558,6.0,0.8571428571428571,0.8285714285714285,0.46453890468657966,0.46453890468657966
433,congress,legislature,5.03,0.818704069,0.82156752,0.820135795,7.0,0.9333333333333333,0.6809523809523809,0.8847319468228053,0.5943647513182109
434,power,strength,5.02,0.791737959,0.808420978,0.800079469,6.9,0.6,0.3437942191754826,0.35989263041147446,0.15989019158889187
435,supply,provision,5.02,0.737677984,0.743688963,0.740683474,6.8,0.26666666666666666,0.2941804927099045,0.0735793438869399,0.13978706235754604
436,product,commodity,5.01,0.75789728,0.783737637,0.770817459,6.6,0.9230769230769231,0.43888888888888894,0.8290894048933062,0.24090097356013426
437,puzzle,perplexity,5.0,0.784378253,0.789545983,0.786962118,6.2,0.23529411764705882,0.17027863777089783,0.07177137589777448,0.03588568794888724
438,missile,projectile,5.0,0.804148421,0.809000149,0.806574285,6.8,0.9,0.8697368421052631,0.7673293480575754,0.7894662136897239
439,mainland,continent,5.0,0.80224704,0.797148734,0.799697887,6.4,0.7272727272727273,0.8181818181818181,0.664945480447376,0.8181955368908435
440,mirror,reflector,4.99,0.778163128,0.769756809,0.773959968,6.9,0.9411764705882353,0.43861892583120204,0.9907638925250641,0.3490481252627379
441,signal,sign,4.99,0.778589427,0.773720287,0.776154857,6.7,0.5454545454545454,0.31690113708830286,0.3871952566211876,0.12019429336201523
442,blanket,cover,4.99,0.725494571,0.717527121,0.721510846,6.8,0.75,0.44029957057046826,0.5266695383687224,0.19695152351630732
443,village,hamlet,4.99,0.761172615,0.749449879,0.755311247,6.7,0.8571428571428571,0.3710732441124598,0.7498126122888691,0.23703528338861635
444,vapor,gas,4.98,0.729249455,0.702157512,0.715703484,6.5,0.26666666666666666,0.3272961100360481,0.06471365705821472,0.15646868614977494
445,token,memento,4.98,0.7123859,0.7109375,0.7116617,5.8,0.2857142857142857,0.20500700280112044,0.06683421655283514,0.031930369262195085
446,merchant,trader,4.98,0.843245484,0.835895389,0.839570437,7.0,0.9523809523809523,0.9523809523809523,0.9481537047104651,0.9481537047104651
447,meaning,interpretation,4.98,0.741956338,0.764332056,0.753144197,6.6,0.3333333333333333,0.4170997346306944,0.08636195808751441,0.22050371439762298
448,estate,property,4.97,0.793347202,0.785319857,0.78933353,7.0,0.9090909090909091,0.34267732267732265,0.7973958956606253,0.1539730725088421
450,virtue,merit,4.96,0.788868614,0.773624957,0.781246785,6.3,0.6153846153846154,0.6588827838827838,0.4082678108746303,0.5080306143035961
451,device,tool,4.95,0.778416641,0.777233161,0.777824901,6.2,0.8,0.30736022491440446,0.627603646548471,0.11486320998792118
452,notice,announcement,4.95,0.71968089,0.751264609,0.73547275,6.1,0.7692307692307693,0.420569906284192,0.5014664496192743,0.22629550298615628
453,partner,comrade,4.95,0.77303005,0.779011711,0.776020881,6.0,0.6666666666666666,0.6361265612039605,0.27491148443031255,0.22748005316560407
454,noble,aristocrat,4.94,0.816104442,0.818534516,0.817319479,6.5,0.9,0.9,0.9124071560506241,0.9124071560506241
455,neglect,inattention,4.94,0.710125305,0.711989522,0.711057413,6.7,0.9333333333333333,0.4616666666666666,0.9946863683677208,0.29717171560958183
456,cavity,hollow,4.93,0.766314715,0.765212446,0.765763581,6.6,0.42857142857142855,0.4823870573870573,0.10575947710675936,0.2739479041024743
457,sponsor,patron,4.92,0.724422239,0.717402615,0.720912427,7.0,0.5714285714285714,0.653315105946685,0.22434207257558572,0.34711212738554403
458,bundle,package,4.92,0.809746228,0.802579939,0.806163084,7.0,1.0,0.37176793794440854,1.0,0.24352921181754406
459,closet,cloakroom,4.92,0.808511473,0.81778504,0.813148256,6.3,0.7368421052631579,0.7461988304093568,0.4826996278793276,0.4158775376414637
460,welcome,reception,4.92,0.726325944,0.715908736,0.72111734,6.4,0.2857142857142857,0.30162464985994397,0.07071061708225626,0.12701530995375473
461,cafe,restaurant,4.91,0.840654835,0.846505232,0.843580034,6.1,0.9411764705882353,0.9411764705882353,0.9276204245097344,0.9276204245097344
462,marriage,wedding,4.91,0.868270844,0.865369596,0.86682022,6.9,0.25,0.3538009648303766,0.07192866037856771,0.18399365745503682
463,patrol,sentry,4.9,0.734936461,0.740802422,0.737869442,5.7,0.10526315789473684,0.11597007223942209,-0.0,0.0
