rank,lemma,PoS,freq,synonym,synset
2596,communicate,v,31040,intercommunicate,Synset('communicate.v.02')
2597,cross,n,31025,crisscross,Synset('crisscross.n.01')
2598,vary,v,31000,depart,Synset('deviate.v.02')
2599,jacket,n,30995,crownwork,Synset('crown.n.11')
2600,increasing,a,30970,,
2601,green,n,30968,common,Synset('park.n.02')
2602,equally,r,30968,as,Synset('equally.r.01')
2603,pay,n,30935,remuneration,Synset('wage.n.01')
2605,light,v,30928,fall,Synset('fall.v.20')
2606,implication,n,30921,significance,Synset('significance.n.02')
2607,fiction,n,30883,fable,Synset('fabrication.n.01')
2608,protest,n,30878,protestation,Synset('protest.n.01')
2609,mama,n,30857,mom,Synset('ma.n.01')
2610,imply,v,30829,connote,Synset('imply.v.01')
2611,twin,n,30810,similitude,Synset('counterpart.n.02')
2612,pant,n,30810,trouser,Synset('trouser.n.01')
2615,bend,v,30768,bow,Synset('crouch.v.01')
2616,shock,n,30746,impact,Synset('shock.n.02')
2617,exercise,v,30730,exert,Synset('exert.v.01')
2618,criteria,n,30727,,
2619,arab,a,30709,,
2620,dirty,a,30707,cheating,Synset('cheating.s.02')
2621,ring,v,30684,band,Synset('ring.v.06')
2622,toy,n,30678,plaything,Synset('plaything.n.01')
2623,potentially,r,30671,,
2624,assault,n,30609,ravishment,Synset('rape.n.03')
2625,peak,n,30595,prime,Synset('flower.n.03')
2626,anger,n,30587,ira,Synset('wrath.n.02')
2627,boot,n,30566,kicking,Synset('kick.n.01')
2628,dramatic,a,30558,spectacular,Synset('dramatic.s.02')
2629,peer,n,30537,compeer,Synset('peer.n.01')
2630,enhance,v,30470,raise,Synset('enhance.v.01')
2631,math,n,30465,maths,Synset('mathematics.n.01')
2632,slide,v,30451,slither,Synset('slither.v.01')
2633,favor,n,30405,favour,Synset('favor.n.02')
2634,pink,a,30396,pinkish,Synset('pink.s.01')
2635,dust,n,30376,debris,Synset('debris.n.01')
2636,aunt,n,30364,aunty,Synset('aunt.n.01')
2637,lost,a,30362,missed,Synset('lost.s.06')
2638,prospect,n,30358,candidate,Synset('candidate.n.02')
2639,mood,n,30344,climate,Synset('climate.n.02')
2641,settlement,n,30250,liquidation,Synset('liquidation.n.01')
2643,justify,v,30199,absolve,Synset('absolve.v.02')
2644,depth,n,30176,profundity,Synset('astuteness.n.02')
2645,juice,n,30156,,
2646,formal,a,30129,conventional,Synset('conventional.s.05')
2647,virtually,r,30114,about,Synset('about.r.07')
2648,gallery,n,30109,verandah,Synset('veranda.n.01')
2649,tension,n,30082,tenseness,Synset('tension.n.01')
2650,throat,n,30071,,
2651,draft,n,30062,drawing,Synset('draft.n.11')
2652,reputation,n,29988,report,Synset('reputation.n.03')
2653,index,n,29987,power,Synset('exponent.n.03')
2654,normally,r,29963,ordinarily,Synset('normally.r.01')
2655,mess,n,29961,muss,Synset('mess.n.01')
2656,joy,n,29949,joyfulness,Synset('joy.n.01')
2657,steel,n,29886,blade,Synset('sword.n.01')
2658,motor,n,29863,,
2659,enterprise,n,29857,go-ahead,Synset('enterprise.n.03')
2660,salary,n,29856,remuneration,Synset('wage.n.01')
2661,moreover,r,29856,furthermore,Synset('furthermore.r.01')
2662,giant,a,29852,elephantine,Synset('elephantine.s.01')
2663,cousin,n,29840,cousin-german,Synset('cousin.n.01')
2664,ordinary,a,29816,average,Synset('average.s.02')
2665,graduate,v,29793,,
2666,dozen,n,29771,twelve,Synset('twelve.n.01')
2667,evolution,n,29760,development,Synset('development.n.02')
2668,so-called,a,29757,alleged,Synset('alleged.s.02')
2669,helpful,a,29707,,
2670,competitive,a,29700,militant,Synset('competitive.s.03')
2671,lovely,a,29696,endearing,Synset('adorable.s.01')
2672,fishing,n,29682,sportfishing,Synset('fishing.n.01')
2673,anxiety,n,29659,anxiousness,Synset('anxiety.n.01')
2674,professional,n,29639,pro,Synset('professional.n.02')
2675,carbon,n,29639,C,Synset('carbon.n.01')
2676,essay,n,29637,,
2677,islamic,a,29622,,
2678,honor,v,29595,reward,Synset('honor.v.01')
2679,drama,n,29588,play,Synset('play.n.01')
2680,odd,a,29585,unmatched,Synset('odd.s.05')
2681,evil,a,29573,malevolent,Synset('malefic.s.01')
2682,stranger,n,29572,alien,Synset('stranger.n.01')
2683,belt,n,29548,rap,Synset('knock.n.05')
2684,urge,v,29531,exhort,Synset('urge.v.01')
2685,toss,v,29527,flip,Synset('flip.v.01')
2687,formula,n,29504,convention,Synset('convention.n.02')
2688,potato,n,29496,tater,Synset('potato.n.01')
2689,monster,n,29491,devil,Synset('monster.n.04')
2690,smoke,n,29483,smoking,Synset('smoke.n.07')
2691,telephone,n,29482,phone,Synset('telephone.n.01')
2692,rape,n,29477,colza,Synset('rape.n.01')
2693,palm,n,29472,thenar,Synset('palm.n.01')
2694,jet,n,29468,green,Synset('k.n.07')
2695,navy,n,29450,,
2696,excited,a,29450,emotional,Synset('aroused.s.06')
2697,plot,n,29444,game,Synset('plot.n.01')
2698,angle,n,29422,slant,Synset('slant.n.01')
2699,criticize,v,29408,criticise,Synset('criticize.v.02')
2700,prisoner,n,29394,captive,Synset('prisoner.n.01')
2701,discipline,n,29386,correction,Synset('discipline.n.05')
2702,negotiation,n,29385,talks,Synset('negotiation.n.01')
2703,damn,a,29373,goddamn,Synset('damn.s.01')
2704,butter,n,29372,,
2705,desert,n,29353,,
2706,complicated,a,29335,,
2707,prize,n,29331,award,Synset('prize.n.01')
2708,blind,a,29326,unsighted,Synset('blind.a.01')
2709,assign,v,29315,portion,Synset('assign.v.02')
2710,bullet,n,29277,heater,Synset('fastball.n.01')
2711,awareness,n,29265,cognizance,Synset('awareness.n.01')
2712,sequence,n,29257,succession,Synset('succession.n.03')
2713,illustrate,v,29234,instance,Synset('exemplify.v.02')
2714,drop,n,29201,drib,Synset('drop.n.02')
2715,pack,n,29197,gang,Synset('gang.n.01')
2716,provider,n,29196,supplier,Synset('supplier.n.01')
2717,fucking,r,29176,,
2718,minor,a,29172,,
2719,activist,n,29161,militant,Synset('militant.n.01')
2720,poem,n,29138,,
2721,vacation,n,29123,holiday,Synset('vacation.n.01')
2722,weigh,v,29121,count,Synset('count.v.02')
2723,gang,n,29116,crew,Synset('gang.n.03')
2724,privacy,n,29115,privateness,Synset('privacy.n.01')
2725,clock,n,29112,,
2726,arrange,v,29108,put,Synset('arrange.v.07')
2727,penalty,n,29096,punishment,Synset('punishment.n.01')
2728,stomach,n,29089,breadbasket,Synset('stomach.n.01')
2729,concert,n,29086,,
2730,originally,r,29084,primitively,Synset('primitively.r.01')
2731,statistics,n,29070,,
2732,electronic,a,29064,,
2733,properly,r,29063,decent,Synset('properly.r.01')
2734,bureau,n,29044,chest,Synset('chest_of_drawers.n.01')
2735,wolf,n,29042,beast,Synset('beast.n.02')
2737,classic,a,29028,classical,Synset('classical.s.05')
2738,recommendation,n,28998,passport,Synset('recommendation.n.03')
2739,exciting,a,28990,,
2740,maker,n,28989,shaper,Synset('maker.n.01')
2741,dear,a,28984,pricey,Synset('costly.s.02')
2742,impression,n,28975,stamp,Synset('stamp.n.03')
2743,broken,a,28965,confused,Synset('broken.s.08')
2744,battery,n,28962,,
2745,narrative,n,28928,narration,Synset('narrative.n.01')
2746,process,v,28916,march,Synset('march.v.01')
2747,arise,v,28915,uprise,Synset('originate.v.01')
2748,kid,v,28911,josh,Synset('kid.v.02')
2749,sake,n,28905,saki,Synset('sake.n.02')
2750,delivery,n,28903,rescue,Synset('rescue.n.01')
2751,forgive,v,28897,,
2752,visible,a,28886,,
2753,heavily,r,28880,heavy,Synset('heavy.r.01')
2754,junior,a,28869,third-year,Synset('junior.s.02')
2755,rep,n,28848,repp,Synset('rep.n.02')
2756,diversity,n,28848,multifariousness,Synset('diverseness.n.01')
2757,string,n,28844,twine,Synset('string.n.01')
2758,lawsuit,n,28834,case,Synset('lawsuit.n.01')
2760,cute,a,28813,precious,Synset('cute.s.02')
2761,deputy,n,28806,surrogate,Synset('deputy.n.04')
2762,restore,v,28777,repair,Synset('repair.v.01')
2763,buddy,n,28763,crony,Synset('buddy.n.01')
2764,psychological,a,28740,,
2765,besides,r,28711,likewise,Synset('besides.r.02')
2766,intense,a,28703,vivid,Synset('intense.s.03')
2767,friendly,a,28697,well-disposed,Synset('friendly.s.02')
2768,evil,n,28696,iniquity,Synset('evil.n.01')
2769,lane,n,28689,,
2770,hungry,a,28647,athirst,Synset('athirst.s.01')
2771,bean,n,28639,attic,Synset('attic.n.03')
2772,sauce,n,28639,,
2773,print,v,28636,impress,Synset('print.v.04')
2774,dominate,v,28636,overshadow,Synset('overshadow.v.01')
2775,testing,n,28626,examination,Synset('examination.n.05')
2776,trick,n,28621,caper,Synset('antic.n.01')
2777,fantasy,n,28620,phantasy,Synset('fantasy.n.01')
2778,absence,n,28618,,
2779,offensive,a,28611,noisome,Synset('nauseating.s.01')
2780,symbol,n,28609,symbolisation,Synset('symbol.n.02')
2781,recognition,n,28585,identification,Synset('recognition.n.02')
2782,detect,v,28574,observe,Synset('detect.v.01')
2783,tablespoon,n,28554,tablespoonful,Synset('tablespoon.n.01')
2784,construct,v,28515,retrace,Synset('reconstruct.v.01')
2786,arrest,n,28504,halt,Synset('arrest.n.02')
2787,approval,n,28499,commendation,Synset('approval.n.04')
2788,aids,n,28489,,
2790,defensive,a,28464,justificative,Synset('defensive.s.02')
2791,independence,n,28463,independency,Synset('independence.n.01')
2792,apologize,v,28462,rationalise,Synset('apologize.v.02')
2794,asian,a,28419,,
2795,rose,n,28398,rosebush,Synset('rose.n.01')
2796,ghost,n,28365,touch,Synset('touch.n.03')
2797,involvement,n,28357,interest,Synset('interest.n.01')
2798,permanent,a,28345,lasting,Synset('permanent.a.01')
2799,wire,n,28337,telegram,Synset('telegram.n.01')
2800,whisper,v,28334,,
2801,mouse,n,28329,shiner,Synset('shiner.n.01')
2802,airline,n,28327,airway,Synset('airline.n.02')
2803,founder,n,28315,laminitis,Synset('laminitis.n.01')
2804,objective,n,28315,object,Synset('aim.n.02')
2805,nowhere,r,28292,,
2806,alternative,a,28282,substitute,Synset('alternate.s.02')
2807,phenomenon,n,28258,,
2808,evolve,v,28257,germinate,Synset('evolve.v.01')
2810,exact,a,28250,precise,Synset('accurate.s.02')
2811,silver,n,28244,Ag,Synset('silver.n.01')
2812,cent,n,28231,penny,Synset('penny.n.02')
2813,universal,a,28224,worldwide,Synset('cosmopolitan.s.03')
2814,teenager,n,28219,teen,Synset('adolescent.n.01')
2815,crucial,a,28219,important,Synset('crucial.a.01')
2816,viewer,n,28181,looker,Synset('spectator.n.01')
2817,schedule,v,28174,,
2818,ridiculous,a,28150,pathetic,Synset('pathetic.s.03')
2819,chocolate,n,28147,cocoa,Synset('cocoa.n.01')
2820,sensitive,a,28109,raw,Synset('sensitive.s.04')
2821,bottom,a,28102,,
2822,grandmother,n,28091,nan,Synset('grandma.n.01')
2823,missile,n,28086,projectile,Synset('projectile.n.01')
2824,roughly,r,28083,some,Synset('approximately.r.01')
2825,constitutional,a,28065,built-in,Synset('built-in.s.01')
2826,adventure,n,28045,escapade,Synset('adventure.n.01')
2827,genetic,a,28027,genic,Synset('genic.a.01')
2828,advance,v,28014,boost,Synset('promote.v.01')
2829,related,a,28013,,
2830,swing,v,27981,sweep,Synset('swing.v.05')
2831,ultimate,a,27973,,
2832,manufacturer,n,27966,producer,Synset('manufacturer.n.02')
2833,unknown,a,27955,unsung,Synset('obscure.s.04')
2834,wipe,v,27952,,
2835,crop,n,27946,harvest,Synset('crop.n.01')
2836,survival,n,27914,endurance,Synset('survival.n.01')
2837,line,v,27910,draw,Synset('trace.v.02')
2838,dimension,n,27889,proportion,Synset('proportion.n.02')
2839,resist,v,27867,refuse,Synset('defy.v.02')
2840,request,v,27861,bespeak,Synset('request.v.01')
2841,roll,n,27831,cast,Synset('cast.n.07')
2842,shape,v,27828,form,Synset('shape.v.02')
2843,darkness,n,27827,dark,Synset('iniquity.n.01')
2844,guarantee,v,27824,vouch,Synset('guarantee.v.01')
2845,historic,a,27799,historical,Synset('historic.s.01')
2846,educator,n,27782,pedagogue,Synset('educator.n.01')
2847,rough,a,27778,jolting,Synset('rough.a.09')
2848,personnel,n,27773,force,Synset('force.n.04')
2849,race,v,27773,hie,Synset('rush.v.01')
2850,confront,v,27771,face,Synset('confront.v.02')
2851,terrorist,n,27765,,
2852,royal,a,27749,,
2853,elite,n,27712,,
2854,occupy,v,27708,concern,Synset('concern.v.02')
2855,emphasis,n,27699,vehemence,Synset('vehemence.n.01')
2856,wet,a,27690,plastered,Synset('besotted.s.01')
2857,destruction,n,27666,death,Synset('end.n.06')
2858,raw,a,27663,crude,Synset('crude.s.06')
2859,inner,a,27642,interior,Synset('inner.s.01')
2860,proceed,v,27636,go,Synset('proceed.v.04')
2861,violate,v,27630,break,Synset('violate.v.01')
2862,chart,n,27628,,
2863,pace,n,27613,rate,Synset('pace.n.03')
2864,finance,n,27594,,
2865,champion,n,27593,admirer,Synset('supporter.n.01')
2866,snap,v,27586,snarl,Synset('snap.v.01')
2867,suspect,n,27585,defendant,Synset('defendant.n.01')
2868,advise,v,27580,counsel,Synset('rede.v.02')
2869,initially,r,27566,,
2870,advanced,a,27563,sophisticated,Synset('advanced.s.05')
2871,unlikely,a,27546,improbable,Synset('improbable.a.01')
2872,barrier,n,27530,roadblock,Synset('barrier.n.02')
2873,advocate,n,27479,proponent,Synset('advocate.n.01')
2874,label,n,27479,,
2875,access,v,27476,,
2876,horrible,a,27456,atrocious,Synset('atrocious.s.03')
2877,burden,n,27443,effect,Synset('effect.n.04')
2878,violation,n,27435,irreverence,Synset('irreverence.n.02')
2880,idiot,n,27432,moron,Synset('idiot.n.01')
2881,lifetime,n,27432,life,Synset('life.n.05')
2882,working,a,27367,operative,Synset('running.s.06')
2883,fund,v,27347,,
2884,ongoing,a,27334,on-going,Synset('ongoing.s.01')
2885,react,v,27322,oppose,Synset('react.v.02')
2886,routine,n,27266,turn,Synset('act.n.04')
2887,presentation,n,27265,,
2888,supply,v,27255,cater,Synset('provide.v.02')
2889,gear,n,27243,cogwheel,Synset('gear.n.01')
2890,photograph,v,27239,shoot,Synset('photograph.v.01')
2891,mexican,a,27233,,
2892,stadium,n,27233,arena,Synset('stadium.n.01')
2893,translate,v,27231,understand,Synset('understand.v.03')
2894,mortgage,n,27227,,
2895,sheriff,n,27193,,
2896,clinic,n,27190,,
2897,spin,v,27184,reel,Synset('spin.v.01')
2898,coalition,n,27166,concretion,Synset('coalescence.n.01')
2899,naturally,r,27157,course,Synset('naturally.r.01')
2900,hopefully,r,27150,,
2901,mix,n,27117,admixture,Synset('mix.n.03')
2902,menu,n,27113,card,Synset('menu.n.01')
2903,smooth,a,27095,legato,Synset('legato.a.01')
2904,advertising,n,27069,publicizing,Synset('advertising.n.02')
2905,interpret,v,27068,represent,Synset('represent.v.09')
2906,plant,v,27047,set,Synset('plant.v.01')
2907,dismiss,v,27026,drop,Synset('dismiss.v.03')
2908,muslim,n,26994,,
2909,apparent,a,26981,ostensible,Synset('apparent.s.02')
2910,arrangement,n,26976,agreement,Synset('agreement.n.04')
2911,incorporate,v,26974,integrate,Synset('integrate.v.01')
2912,split,v,26970,part,Synset('separate.v.09')
2913,brilliant,a,26970,bright,Synset('bright.s.08')
2914,storage,n,26941,entrepot,Synset('storehouse.n.01')
2915,framework,n,26926,model,Synset('model.n.01')
2916,honestly,r,26926,frankly,Synset('honestly.r.01')
2917,chase,v,26901,furrow,Synset('furrow.v.03')
2918,sigh,v,26874,suspire,Synset('sigh.v.01')
2919,assure,v,26863,promise,Synset('promise.v.01')
2920,utility,n,26839,,
2921,taste,v,26826,try,Synset('sample.v.01')
2922,aggressive,a,26819,belligerent,Synset('aggressive.s.03')
2923,cookie,n,26809,cooky,Synset('cookie.n.02')
2924,terror,n,26792,brat,Synset('terror.n.03')
2925,free,v,26787,absolve,Synset('absolve.v.02')
2926,worth,n,26778,,
2927,wealthy,a,26746,affluent,Synset('affluent.s.01')
2928,update,v,26744,,
2929,forum,n,26724,assembly,Synset('forum.n.02')
2930,alliance,n,26718,alignment,Synset('alliance.n.03')
2931,possess,v,26713,own,Synset('own.v.01')
2932,empire,n,26692,conglomerate,Synset('conglomerate.n.02')
2933,curious,a,26666,singular,Synset('curious.s.01')
2934,corn,n,26609,clavus,Synset('corn.n.04')
2936,calculate,v,26570,bet,Synset('count.v.08')
2937,hurry,v,26561,rush,Synset('rush.v.03')
2938,testimony,n,26542,testimonial,Synset('testimony.n.03')
2939,elementary,a,26542,unproblematic,Synset('elementary.s.01')
2940,transfer,n,26541,transferee,Synset('transfer.n.02')
2941,stake,n,26539,interest,Synset('interest.n.05')
2942,precisely,r,26538,just,Synset('precisely.r.01')
2943,bite,v,26532,sting,Synset('sting.v.02')
2944,given,a,26528,granted,Synset('given.s.01')
2945,substantial,a,26521,material,Synset('substantial.a.03')
2947,glance,v,26481,peek,Synset('glance.v.01')
2948,tissue,n,26475,,
2949,concentration,n,26470,denseness,Synset('concentration.n.02')
2950,developer,n,26466,,
2951,found,v,26466,ground,Synset('establish.v.08')
2952,ballot,n,26460,voting,Synset('vote.n.01')
2953,consume,v,26453,ingest,Synset('consume.v.02')
2954,overcome,v,26449,overwhelm,Synset('overwhelm.v.01')
2955,biological,a,26435,biologic,Synset('biological.a.01')
2956,chamber,n,26416,,
2957,similarly,r,26400,likewise,Synset('similarly.r.01')
2958,stick,n,26373,pin,Synset('pin.n.05')
2959,dare,v,26363,presume,Synset('make_bold.v.01')
2960,developing,a,26334,underdeveloped,Synset('developing.s.01')
2961,tiger,n,26334,,
2962,ratio,n,26305,proportion,Synset('proportion.n.04')
2963,lover,n,26282,buff,Synset('fan.n.03')
2964,expansion,n,26265,enlargement,Synset('expansion.n.01')
2965,encounter,v,26259,receive,Synset('meet.v.11')
2966,occasionally,r,26250,,
2967,unemployment,n,26248,,
2968,pet,n,26240,ducky,Synset('darling.n.01')
2969,awful,a,26206,awed,Synset('awed.s.01')
2970,laboratory,n,26198,lab,Synset('lab.n.01')
2971,administrator,n,26195,executive,Synset('administrator.n.03')
2972,wind,v,26183,nose,Synset('scent.v.02')
2973,quarterback,n,26181,,
2974,rocket,n,26167,roquette,Synset('rocket.n.03')
2975,preparation,n,26152,homework,Synset('homework.n.01')
2976,relative,n,26146,relation,Synset('relative.n.01')
2977,confident,a,26144,surefooted,Synset('confident.s.03')
2978,strategic,a,26103,strategical,Synset('strategic.a.01')
2979,marine,a,26088,maritime,Synset('nautical.a.01')
2980,quote,n,26087,citation,Synset('quotation.n.02')
2981,publisher,n,26079,,
2982,innovation,n,26039,design,Synset('invention.n.01')
2983,highlight,v,26029,spotlight,Synset('foreground.v.01')
2984,nut,n,26017,screwball,Synset('crackpot.n.01')
2985,fighter,n,26014,belligerent,Synset('combatant.n.01')
2986,rank,n,26007,membership,Synset('membership.n.01')
2987,electricity,n,26003,,
2988,instance,n,26001,example,Synset('case.n.01')
2989,fortune,n,25994,luck,Synset('fortune.n.04')
2990,freeze,v,25985,block,Synset('freeze.v.08')
2991,variation,n,25982,edition,Synset('version.n.02')
2992,armed,a,25972,,
2993,negotiate,v,25963,negociate,Synset('negociate.v.06')
2994,laughter,n,25929,laugh,Synset('laugh.n.01')
2995,wisdom,n,25925,wiseness,Synset('wisdom.n.02')
2996,correspondent,n,25907,newspaperman,Synset('correspondent.n.02')
2997,mixture,n,25895,motley,Synset('assortment.n.01')
2998,murder,v,25889,dispatch,Synset('murder.v.01')
2999,assistant,n,25884,help,Synset('assistant.n.01')
3000,retain,v,25881,continue,Synset('retain.v.02')
3001,tomato,n,25826,,
3002,indian,n,25825,,
3003,testify,v,25823,attest,Synset('testify.v.01')
3004,ingredient,n,25809,element,Synset('component.n.01')
3005,since,r,25781,,
3006,galaxy,n,25775,wandflower,Synset('galax.n.01')
3007,qualify,v,25774,restrict,Synset('qualify.v.03')
3008,scheme,n,25772,strategy,Synset('scheme.n.01')
3009,gop,n,25770,,
3010,shame,n,25764,ignominy,Synset('shame.n.02')
3011,concentrate,v,25761,contract,Synset('condense.v.07')
3012,contest,n,25761,competition,Synset('contest.n.01')
3013,introduction,n,25722,presentation,Synset('presentation.n.06')
3014,boundary,n,25694,edge,Synset('boundary.n.02')
3015,tube,n,25647,pipe,Synset('pipe.n.03')
3017,chef,n,25646,,
3018,regularly,r,25635,,
3019,ugly,a,25632,horrible,Synset('atrocious.s.03')
3020,screw,v,25632,bed,Synset('sleep_together.v.01')
3021,load,n,25620,loading,Synset('cargo.n.01')
3022,tongue,n,25612,lingua,Synset('tongue.n.01')
3023,palestinian,a,25603,,
3024,fiscal,a,25598,financial,Synset('fiscal.a.01')
3025,creek,n,25595,brook,Synset('brook.n.01')
3026,hip,n,25581,pelvis,Synset('pelvis.n.01')
3027,accompany,v,25567,follow,Synset('play_along.v.02')
3028,decline,n,25563,diminution,Synset('decline.n.01')
3029,terrorism,n,25562,,
3030,respondent,n,25555,responder,Synset('respondent.n.02')
3031,narrator,n,25554,teller,Synset('narrator.n.01')
3032,voting,n,25547,balloting,Synset('vote.n.01')
3033,refugee,n,25533,,
3034,assembly,n,25533,forum,Synset('forum.n.02')
3035,fraud,n,25518,shammer,Synset('imposter.n.01')
3036,limitation,n,25511,restriction,Synset('restriction.n.01')
3037,house,v,25510,domiciliate,Synset('house.v.02')
3038,partnership,n,25493,,
3039,store,v,25475,,
3040,crash,n,25472,clash,Synset('clang.n.01')
3041,surprise,v,25449,storm,Synset('storm.v.05')
3042,representation,n,25448,delegacy,Synset('representation.n.04')
3043,hold,n,25448,clasp,Synset('clasp.n.02')
3044,ministry,n,25434,,
3045,flat,a,25427,monotonous,Synset('flat.s.11')
3046,wise,a,25418,knowing,Synset('knowing.s.01')
3047,witness,v,25418,find,Synset('witness.v.02')
3048,excuse,n,25386,apology,Synset('apology.n.03')
3049,register,v,25367,file,Synset('file.v.01')
3050,comedy,n,25303,clowning,Synset('drollery.n.01')
3051,purchase,n,25302,,
3052,tap,v,25295,knock,Synset('tap.v.07')
3053,infrastructure,n,25291,substructure,Synset('infrastructure.n.01')
3054,organic,a,25288,,
3055,islam,n,25282,,
3056,diverse,a,25277,various,Synset('diverse.s.02')
3057,favor,v,25274,prefer,Synset('prefer.v.03')
3058,intellectual,a,25268,cerebral,Synset('cerebral.a.01')
3059,tight,a,25214,stringent,Synset('rigorous.s.02')
3060,port,n,25211,larboard,Synset('larboard.n.01')
3061,fate,n,25194,portion,Synset('fortune.n.04')
3062,market,v,25191,commercialize,Synset('commercialize.v.02')
3063,absolute,a,25184,infrangible,Synset('absolute.s.05')
3064,dialogue,n,25173,negotiation,Synset('negotiation.n.01')
3065,plus,n,25166,asset,Synset('asset.n.01')
3066,frequency,n,25158,,
3067,tribe,n,25147,folk,Synset('tribe.n.01')
3068,external,a,25146,outside,Synset('external.s.02')
3069,appointment,n,25144,fitting,Synset('appointment.n.03')
3070,convert,v,25123,convince,Synset('convert.v.09')
3071,surprising,a,25114,,
3072,mobile,a,25095,nomadic,Synset('mobile.s.01')
3073,establishment,n,25090,ecesis,Synset('establishment.n.06')
3074,worried,a,25086,apprehensive,Synset('apprehensive.s.02')
3076,shopping,n,25052,,
3077,celebrity,n,24989,renown,Synset('fame.n.01')
3078,congressman,n,24982,congresswoman,Synset('congressman.n.01')
3079,impress,v,24977,yarn-dye,Synset('impress.v.07')
3080,taxpayer,n,24954,,
3081,adapt,v,24934,accommodate,Synset('adapt.v.01')
3082,publicly,r,24932,publically,Synset('publicly.r.01')
3083,pride,n,24923,superbia,Synset('pride.n.05')
3084,clothing,n,24923,vesture,Synset('clothing.n.01')
3085,rapidly,r,24922,speedily,Synset('quickly.r.01')
3086,domain,n,24914,land,Synset('domain.n.02')
3087,mainly,r,24910,chiefly,Synset('chiefly.r.01')
3088,ceiling,n,24902,,
3089,alter,v,24900,spay,Synset('alter.v.05')
3090,shelter,n,24892,protection,Synset('protection.n.04')
3091,random,a,24886,,
3092,obligation,n,24879,responsibility,Synset('duty.n.01')
3093,shower,n,24876,exhibitor,Synset('exhibitor.n.01')
3094,beg,v,24867,tap,Synset('solicit.v.01')
3095,asleep,a,24848,departed,Synset('asleep.s.03')
3096,musician,n,24829,player,Synset('musician.n.01')
3097,extraordinary,a,24829,over-the-top,Synset('extraordinary.s.02')
3098,dirt,n,24819,shit,Synset('crap.n.01')
3099,pc,n,24814,,
3100,bell,n,24813,buzzer,Synset('doorbell.n.01')
3101,smell,n,24783,spirit,Synset('spirit.n.02')
3102,damage,v,24780,,
3103,ceremony,n,24779,observance,Synset('ceremony.n.01')
3104,clue,n,24755,clew,Synset('clue.n.02')
3105,guideline,n,24752,guidepost,Synset('guidepost.n.01')
3106,comfort,n,24745,quilt,Synset('quilt.n.01')
3107,near,a,24720,close,Synset('cheeseparing.s.01')
3108,pregnancy,n,24687,maternity,Synset('pregnancy.n.01')
3109,borrow,v,24662,adopt,Synset('adopt.v.02')
3110,conventional,a,24656,schematic,Synset('conventional.s.05')
3111,tourist,n,24638,tourer,Synset('tourist.n.01')
3112,incentive,n,24612,motivator,Synset('incentive.n.01')
3113,custom,n,24610,tradition,Synset('custom.n.02')
3114,cheek,n,24607,buttock,Synset('buttock.n.01')
3115,tournament,n,24576,tourney,Synset('tournament.n.01')
3116,double,v,24576,duplicate,Synset('double.v.01')
3117,satellite,n,24573,planet,Synset('satellite.n.02')
3118,nearby,a,24560,,
3119,comprehensive,a,24553,,
3120,stable,a,24549,unchanging,Synset('static.s.03')
3121,medication,n,24549,medicament,Synset('medicine.n.02')
3122,script,n,24547,hand,Synset('handwriting.n.01')
3123,educate,v,24527,cultivate,Synset('educate.v.03')
3124,efficient,a,24525,effective,Synset('effective.s.02')
3125,risk,v,24524,chance,Synset('gamble.v.01')
3126,welcome,a,24515,,
3127,scare,v,24484,daunt,Synset('daunt.v.01')
3128,psychology,n,24479,,
3129,logic,n,24470,,
3130,economics,n,24463,,
3131,update,n,24444,,
3132,nevertheless,r,24438,notwithstanding,Synset('however.r.01')
3133,devil,n,24433,demon,Synset('devil.n.02')
3135,beat,n,24421,rhythm,Synset('rhythm.n.01')
3136,charity,n,24405,,
3137,fiber,n,24394,fibre,Synset('fiber.n.01')
3138,wave,v,24391,brandish,Synset('brandish.v.01')
3139,ideal,a,24367,idealistic,Synset('ideal.a.03')
3140,friendship,n,24359,,
3141,net,n,24355,cyberspace,Synset('internet.n.01')
3142,motivation,n,24342,need,Synset('motivation.n.01')
3143,differently,r,24322,otherwise,Synset('differently.r.01')
3144,reserve,n,24319,reservation,Synset('reservation.n.01')
3145,observer,n,24293,percipient,Synset('perceiver.n.01')
3146,humanity,n,24254,humans,Synset('world.n.08')
3147,survivor,n,24240,subsister,Synset('survivor.n.01')
3148,fence,n,24223,fencing,Synset('fence.n.01')
3149,quietly,r,24222,quiet,Synset('quietly.r.03')
3150,humor,n,24213,wittiness,Synset('wit.n.01')
3151,major,n,24191,,
3152,funeral,n,24184,,
3153,spokesman,n,24143,,
3154,extension,n,24142,propagation,Synset('propagation.n.01')
3155,loose,a,24139,slack,Synset('loose.s.08')
3156,sink,v,24129,settle,Synset('sink.v.04')
3157,historian,n,24128,historiographer,Synset('historian.n.01')
3158,ruin,v,24113,smash,Synset('bankrupt.v.01')
3159,balance,v,24104,poise,Synset('poise.v.04')
3160,chemical,n,24096,,
3161,singer,n,24095,vocalist,Synset('singer.n.01')
3162,drunk,a,24079,intoxicated,Synset('intoxicated.s.02')
3163,swim,v,24072,drown,Synset('swim.v.04')
3164,onion,n,24049,,
3165,specialist,n,24031,specialiser,Synset('specialist.n.01')
3166,missing,a,24015,wanting,Synset('lacking.s.02')
3167,white,n,24014,albumen,Synset('egg_white.n.01')
3168,pan,n,24011,,
3169,distribute,v,24006,,
